id,Username,media_type,permalink,timestamp
'17841401721137829','beerbiceps','17984495863969481','beerbiceps','VIDEO','https://www.instagram.com/reel/Cq0NYIgKwnd/','https://www.instagram.com/reel/Cq0NYIgKwnd/','2023-04-09T12:42:06+0000'
'17841401721137829','beerbiceps','18155921653304743','beerbiceps','IMAGE','https://www.instagram.com/p/Cqsc4rfKvI-/','https://www.instagram.com/p/Cqsc4rfKvI-/','2023-04-06T12:23:01+0000'
'17841401721137829','beerbiceps','18000728476625900','beerbiceps','CAROUSEL_ALBUM','https://www.instagram.com/p/CqnrOFUKYA6/','https://www.instagram.com/p/CqnrOFUKYA6/','2023-04-04T15:52:04+0000'
'17841401721137829','beerbiceps','17947697213463612','beerbiceps','VIDEO','https://www.instagram.com/reel/CqewudpKEZH/','https://www.instagram.com/reel/CqewudpKEZH/','2023-04-01T05:08:15+0000'
'17841401721137829','beerbiceps','18003724573654411','beerbiceps','VIDEO','https://www.instagram.com/reel/CqaTLuWAOv1/','https://www.instagram.com/reel/CqaTLuWAOv1/','2023-03-30T11:12:21+0000'
'17841401721137829','beerbiceps','18028427908473829','beerbiceps','IMAGE','https://www.instagram.com/p/CqN6t4Pj95G/','https://www.instagram.com/p/CqN6t4Pj95G/','2023-03-25T15:47:14+0000'
'17841401721137829','beerbiceps','17983255702982733','beerbiceps','VIDEO','https://www.instagram.com/reel/CqLZHHkgKUy/','https://www.instagram.com/reel/CqLZHHkgKUy/','2023-03-24T16:19:57+0000'
'17841401721137829','beerbiceps','17973206951173298','beerbiceps','VIDEO','https://www.instagram.com/reel/CqKOCeYKA-Z/','https://www.instagram.com/reel/CqKOCeYKA-Z/','2023-03-24T05:19:49+0000'
'17841401721137829','beerbiceps','18044616166422969','beerbiceps','IMAGE','https://www.instagram.com/p/CqIrmCXvoFm/','https://www.instagram.com/p/CqIrmCXvoFm/','2023-03-23T14:58:53+0000'
'17841401721137829','beerbiceps','17857783106920592','beerbiceps','VIDEO','https://www.instagram.com/reel/CqBAPvKAzjZ/','https://www.instagram.com/reel/CqBAPvKAzjZ/','2023-03-20T15:29:11+0000'
'17841401721137829','beerbiceps','18271631785138275','beerbiceps','VIDEO','https://www.instagram.com/reel/Cp7iiAbq6f2/','https://www.instagram.com/reel/Cp7iiAbq6f2/','2023-03-18T12:30:29+0000'
'17841401721137829','beerbiceps','17849183834946784','beerbiceps','CAROUSEL_ALBUM','https://www.instagram.com/p/Cp5NPJKv12r/','https://www.instagram.com/p/Cp5NPJKv12r/','2023-03-17T14:45:00+0000'
'17841401721137829','beerbiceps','17885722952755109','beerbiceps','IMAGE','https://www.instagram.com/p/Cp0GkWpPzrf/','https://www.instagram.com/p/Cp0GkWpPzrf/','2023-03-15T15:10:32+0000'
'17841401721137829','beerbiceps','17995873129743469','beerbiceps','VIDEO','https://www.instagram.com/reel/CpnHyWWg8lz/','https://www.instagram.com/reel/CpnHyWWg8lz/','2023-03-10T14:12:31+0000'
'17841401721137829','beerbiceps','18245696569198909','beerbiceps','CAROUSEL_ALBUM','https://www.instagram.com/p/CpknxWjqZuR/','https://www.instagram.com/p/CpknxWjqZuR/','2023-03-09T14:52:49+0000'
'17841401721137829','beerbiceps','18083353600327555','beerbiceps','VIDEO','https://www.instagram.com/reel/CphuZHRqMtw/','https://www.instagram.com/reel/CphuZHRqMtw/','2023-03-08T12:01:27+0000'
'17841401721137829','beerbiceps','18011150137502614','beerbiceps','VIDEO','https://www.instagram.com/reel/CpVcqy9KzDs/','https://www.instagram.com/reel/CpVcqy9KzDs/','2023-03-03T17:34:55+0000'
'17841401721137829','beerbiceps','17870157092854581','beerbiceps','IMAGE','https://www.instagram.com/p/CpNvIV7qYQ_/','https://www.instagram.com/p/CpNvIV7qYQ_/','2023-02-28T17:34:35+0000'
'17841401721137829','beerbiceps','17899637198683178','beerbiceps','VIDEO','https://www.instagram.com/reel/CpFusBtgzG4/','https://www.instagram.com/reel/CpFusBtgzG4/','2023-02-25T14:59:42+0000'
'17841401721137829','beerbiceps','17957301155382207','beerbiceps','VIDEO','https://www.instagram.com/reel/CpDKFesqRMa/','https://www.instagram.com/reel/CpDKFesqRMa/','2023-02-24T15:04:24+0000'
'17841401721137829','beerbiceps','17979936472845320','beerbiceps','CAROUSEL_ALBUM','https://www.instagram.com/p/Co7gk9XvmpO/','https://www.instagram.com/p/Co7gk9XvmpO/','2023-02-21T15:41:06+0000'
'17841401721137829','beerbiceps','17957473148373594','beerbiceps','VIDEO','https://www.instagram.com/reel/Coy-4UeAwi5/','https://www.instagram.com/reel/Coy-4UeAwi5/','2023-02-18T08:13:25+0000'
'17841401721137829','beerbiceps','18037993849431030','beerbiceps','VIDEO','https://www.instagram.com/reel/CopG502gccJ/','https://www.instagram.com/reel/CopG502gccJ/','2023-02-14T12:26:29+0000'
'17841401721137829','beerbiceps','17969461145143121','beerbiceps','CAROUSEL_ALBUM','https://www.instagram.com/p/ConCifrK5uE/','https://www.instagram.com/p/ConCifrK5uE/','2023-02-13T16:53:48+0000'
'17841401721137829','beerbiceps','17965489850268740','beerbiceps','VIDEO','https://www.instagram.com/reel/CokewUQAU0p/','https://www.instagram.com/reel/CokewUQAU0p/','2023-02-12T17:04:04+0000'
